customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date
6211-WWLTF,Male,46,No,No,Yes,No,0,United States,California,Oakhurst,93644,37.648647,-119.231447,8521,Q3,Yes,3,Offer B,Yes,26.81,No,Yes,Fiber Optic,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,99.7,3,Stayed,No,39,5135,,,2025-03-13,2019-12-13 00:00:00
4826-TZEVA,Female,50,No,No,No,No,0,United States,California,O Neals,93645,37.140104,-119.657092,173,Q3,No,0,Offer B,Yes,18.57,No,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.8,3,Stayed,No,52,3258,,,2025-03-13,2021-11-13 00:00:00
6016-NXBNJ,Male,53,No,No,No,No,0,United States,California,Orange Cove,93646,36.633498,-119.298895,8449,Q3,No,0,,Yes,7.74,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.15,3,Stayed,No,60,4052,,,2025-03-13,2022-04-13 00:00:00
9138-EFSMO,Male,54,No,No,Yes,Yes,3,United States,California,Orosi,93647,36.600185,-119.175655,9780,Q3,Yes,3,,Yes,24.17,No,Yes,Fiber Optic,75,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.95,3,Stayed,No,40,4237,,,2025-03-13,2023-01-13 00:00:00
4632-XJMEX,Male,20,Yes,No,No,Yes,2,United States,California,Fresno,93650,36.841655,-119.797113,3258,Q3,No,0,Offer B,Yes,47.81,No,Yes,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,62.85,4,Stayed,No,24,6281,,,2025-03-13,2020-10-13 00:00:00
2716-GFZOR,Male,48,No,No,Yes,No,0,United States,California,Raymond,93653,37.252057,-119.95783,972,Q3,Yes,10,Offer B,Yes,7.63,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.1,3,Stayed,No,42,2358,,,2025-03-13,2021-08-13 00:00:00
3724-UCSHY,Male,48,No,No,Yes,Yes,3,United States,California,Reedley,93654,36.636638,-119.421842,25923,Q3,Yes,5,Offer E,Yes,36.54,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,3,Stayed,No,25,3072,,,2025-03-13,2024-09-13 00:00:00
8626-XHBIE,Male,48,No,No,No,Yes,3,United States,California,Riverdale,93656,36.452211,-119.94575,5729,Q3,No,0,Offer B,Yes,22.47,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,3,Stayed,No,79,4262,,,2025-03-13,2020-07-13 00:00:00
3192-LNKRK,Male,63,No,No,Yes,Yes,1,United States,California,San Joaquin,93660,36.600193,-120.153393,4318,Q3,Yes,10,,Yes,5.65,No,Yes,Fiber Optic,26,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,84.05,3,Stayed,No,67,3476,,,2025-03-13,2022-05-13 00:00:00
4439-YRNVD,Female,33,No,No,No,No,0,United States,California,Selma,93662,36.545322,-119.642281,26213,Q3,No,0,,No,0.0,No,Yes,DSL,23,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,36.25,3,Stayed,No,24,4571,,,2025-03-13,2024-05-13 00:00:00
2208-UGTGR,Male,62,No,No,No,No,0,United States,California,Sultana,93666,36.545353,-119.338535,306,Q3,No,0,Offer B,Yes,10.99,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.6,3,Stayed,No,58,5601,,,2025-03-13,2020-07-13 00:00:00
3005-TYFRD,Female,54,No,No,Yes,No,0,United States,California,Tollhouse,93667,36.993666,-119.348267,2633,Q3,Yes,4,Offer B,Yes,33.66,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,5,Stayed,No,46,4768,,,2025-03-13,2020-08-13 00:00:00
8670-MEFCP,Female,23,Yes,No,Yes,Yes,2,United States,California,Tranquillity,93668,36.635661,-120.288644,1130,Q3,Yes,7,,Yes,40.54,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3,Stayed,No,77,3570,,,2025-03-13,2022-03-13 00:00:00
3079-BCHLN,Male,26,Yes,No,Yes,No,0,United States,California,Wishon,93669,37.287758,-119.548156,327,Q3,No,0,Offer B,Yes,43.2,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,5,Stayed,No,70,5394,,,2025-03-13,2021-04-13 00:00:00
7777-UNYHB,Female,43,No,No,Yes,Yes,1,United States,California,Traver,93673,36.456091,-119.486225,646,Q3,Yes,3,,Yes,24.65,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.1,3,Stayed,No,21,2360,,,2025-03-13,2024-03-13 00:00:00
2969-VAPYH,Female,28,Yes,No,No,No,0,United States,California,Fresno,93704,36.799648,-119.801247,26580,Q3,No,0,Offer A,Yes,35.99,No,Yes,DSL,73,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.5,3,Stayed,No,48,4363,,,2025-03-13,2019-08-13 00:00:00
7181-OQCUT,Male,60,No,No,No,No,0,United States,California,Fresno,93706,36.654614,-119.903674,35790,Q3,No,0,Offer D,Yes,15.89,Yes,Yes,Fiber Optic,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,103.85,3,Stayed,No,77,4520,,,2025-03-13,2023-06-13 00:00:00
8474-UMLNT,Female,36,No,No,No,No,0,United States,California,Fresno,93710,36.822715,-119.761826,29337,Q3,No,0,Offer D,Yes,28.45,No,Yes,DSL,30,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.8,3,Stayed,No,30,4115,,,2025-03-13,2024-02-13 00:00:00
9142-XMYJH,Female,46,No,No,No,No,0,United States,California,Fresno,93721,36.732694,-119.783786,6848,Q3,No,0,,Yes,2.76,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,5,Stayed,No,49,5227,,,2025-03-13,2022-10-13 00:00:00
2649-HWLYB,Male,45,No,No,Yes,No,0,United States,California,Fresno,93727,36.751489,-119.68072,54701,Q3,Yes,2,Offer B,Yes,21.58,Yes,Yes,DSL,13,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.15,4,Stayed,No,46,6177,,,2025-03-13,2019-10-13 00:00:00
5214-CHIWJ,Male,44,No,No,No,No,0,United States,California,Fresno,93728,36.757345,-119.818274,16346,Q3,No,0,,Yes,21.66,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,5,Stayed,No,71,3159,,,2025-03-13,2022-12-13 00:00:00
2465-BLLEU,Male,31,No,No,No,No,0,United States,California,Salinas,93906,36.722898,-121.633648,53946,Q3,No,0,Offer E,Yes,10.22,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,5,Joined,No,33,4441,,,2025-03-13,2025-02-13 00:00:00
1685-VAYJF,Male,44,No,No,No,No,0,United States,California,Salinas,93907,36.77462,-121.664714,22292,Q3,No,0,Offer D,Yes,40.59,No,Yes,DSL,22,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.2,5,Stayed,No,39,5253,,,2025-03-13,2024-04-13 00:00:00
8874-EJNSR,Male,64,No,No,Yes,Yes,2,United States,California,Salinas,93908,36.624338,-121.615669,13027,Q3,Yes,8,,Yes,20.49,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.2,5,Stayed,No,65,5453,,,2025-03-13,2021-12-13 00:00:00
5049-MUBWG,Male,24,Yes,No,No,No,0,United States,California,Carmel By The Sea,93921,36.554618,-121.922239,2966,Q3,No,0,,Yes,49.61,No,Yes,DSL,76,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.0,3,Stayed,No,79,4705,,,2025-03-13,2023-01-13 00:00:00
0769-MURVM,Female,44,No,No,Yes,Yes,2,United States,California,Carmel Valley,93924,36.414611,-121.6386,6691,Q3,Yes,5,Offer A,No,0.0,No,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.7,3,Stayed,No,52,6187,,,2025-03-13,2019-03-13 00:00:00
9253-VIFJQ,Male,50,No,No,Yes,No,0,United States,California,Chualar,93925,36.596271,-121.442274,1140,Q3,Yes,6,Offer B,Yes,39.49,Yes,Yes,DSL,18,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,67.05,3,Stayed,No,52,5224,,,2025-03-13,2019-10-13 00:00:00
7030-FZTFM,Male,31,No,No,Yes,Yes,1,United States,California,Gonzales,93926,36.52588,-121.396719,9023,Q3,Yes,5,Offer A,Yes,45.32,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.9,4,Stayed,No,27,6444,,,2025-03-13,2019-03-13 00:00:00
9741-YLNTD,Male,37,No,No,No,No,0,United States,California,Greenfield,93927,36.248708,-121.386617,14204,Q3,No,0,,Yes,43.37,Yes,Yes,Fiber Optic,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.95,3,Stayed,No,47,2684,,,2025-03-13,2024-09-13 00:00:00
5120-ZBLAI,Female,40,No,No,Yes,No,0,United States,California,King City,93930,36.220761,-120.980777,14477,Q3,Yes,5,Offer B,Yes,9.47,Yes,Yes,DSL,28,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.7,5,Stayed,No,75,6144,,,2025-03-13,2021-01-13 00:00:00
1194-BHJYC,Male,22,Yes,No,Yes,No,0,United States,California,Lockwood,93932,35.989792,-121.055933,538,Q3,Yes,1,Offer B,No,0.0,No,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,62.15,3,Stayed,No,59,6427,,,2025-03-13,2020-02-13 00:00:00
0906-QVPMS,Male,29,Yes,No,Yes,No,0,United States,California,Monterey,93940,36.362741,-121.869685,32857,Q3,Yes,4,Offer A,Yes,35.71,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,4,Stayed,No,26,5398,,,2025-03-13,2019-03-13 00:00:00
1905-OEILC,Female,42,No,No,No,No,0,United States,California,Pebble Beach,93953,36.587497,-121.944815,4602,Q3,No,0,Offer E,Yes,20.11,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,5,Joined,No,33,3107,,,2025-03-13,2025-02-13 00:00:00
7858-GTZSP,Female,33,No,No,No,No,0,United States,California,San Lucas,93954,36.125529,-120.864443,521,Q3,No,0,Offer D,Yes,18.75,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.55,5,Stayed,No,71,2061,,,2025-03-13,2024-03-13 00:00:00
6248-BSHKG,Male,42,No,No,Yes,Yes,3,United States,California,Soledad,93960,36.414216,-121.360597,13003,Q3,Yes,7,Offer B,Yes,31.49,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,3,Stayed,No,77,5897,,,2025-03-13,2020-02-13 00:00:00
4685-TFLLS,Male,39,No,No,Yes,Yes,3,United States,California,Spreckels,93962,36.624641,-121.647195,407,Q3,Yes,1,Offer D,Yes,45.18,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,5,Stayed,No,74,4808,,,2025-03-13,2023-09-13 00:00:00
3470-BTGQO,Male,60,No,No,No,Yes,2,United States,California,Belmont,94002,37.509366,-122.306132,25566,Q3,No,0,Offer D,Yes,19.57,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,4,Stayed,No,39,5731,,,2025-03-13,2023-06-13 00:00:00
1209-VFFOC,Male,47,No,No,Yes,Yes,2,United States,California,Brisbane,94005,37.684694,-122.40712,3635,Q3,Yes,10,Offer A,No,0.0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.4,3,Stayed,No,59,4556,,,2025-03-13,2019-07-13 00:00:00
4553-DVPZG,Female,30,No,No,Yes,No,0,United States,California,Daly City,94015,37.680844,-122.48131,63337,Q3,Yes,10,Offer B,Yes,15.06,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,5,Stayed,No,77,5049,,,2025-03-13,2020-01-13 00:00:00
6917-IAYHD,Male,44,No,No,No,Yes,1,United States,California,La Honda,94020,37.285677,-122.224165,1622,Q3,No,0,Offer E,No,0.0,No,Yes,Cable,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,33.6,5,Joined,No,27,4369,,,2025-03-13,2025-02-13 00:00:00
8620-RJPZN,Female,27,Yes,No,No,No,0,United States,California,Los Altos,94022,37.349546,-122.134356,18486,Q3,No,0,,Yes,45.86,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.7,5,Joined,No,68,3061,,,2025-03-13,2025-02-13 00:00:00
7572-KPVKK,Male,44,No,No,No,Yes,1,United States,California,Los Altos,94024,37.352911,-122.093002,21496,Q3,No,0,Offer B,Yes,17.67,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,4,Stayed,No,33,5900,,,2025-03-13,2020-01-13 00:00:00
2642-MAWLJ,Female,26,Yes,No,Yes,Yes,2,United States,California,Menlo Park,94025,37.449551,-122.183762,39062,Q3,Yes,8,Offer C,Yes,42.51,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25,5,Stayed,No,57,5272,,,2025-03-13,2022-03-13 00:00:00
7103-ZGVNT,Female,59,No,No,Yes,Yes,3,United States,California,Portola Valley,94028,37.369709,-122.215844,6601,Q3,Yes,10,Offer A,Yes,7.84,Yes,Yes,Cable,21,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,73.7,4,Stayed,No,78,4268,,,2025-03-13,2019-06-13 00:00:00
2027-WKXMW,Female,49,No,No,Yes,No,0,United States,California,Montara,94037,37.540582,-122.509594,2346,Q3,Yes,10,Offer B,Yes,20.37,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75,5,Stayed,No,20,4582,,,2025-03-13,2019-12-13 00:00:00
7137-NAXML,Male,63,No,No,No,No,0,United States,California,Moss Beach,94038,37.515556,-122.502311,3064,Q3,No,0,Offer D,Yes,26.37,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,4,Stayed,No,63,4402,,,2025-03-13,2023-04-13 00:00:00
2428-ZMCTB,Male,24,Yes,No,No,No,0,United States,California,Mountain View,94040,37.380662,-122.086022,32143,Q3,No,0,Offer D,Yes,20.29,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,3,Stayed,No,62,3926,,,2025-03-13,2024-05-13 00:00:00
2961-VNFKL,Female,42,No,No,Yes,No,0,United States,California,Mountain View,94041,37.388349,-122.075299,13483,Q3,Yes,2,Offer A,Yes,24.71,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.95,5,Stayed,No,23,5072,,,2025-03-13,2019-04-13 00:00:00
6963-KQYQB,Female,24,Yes,No,Yes,Yes,2,United States,California,Pacifica,94044,37.573633,-122.455167,38885,Q3,Yes,4,Offer A,Yes,4.27,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.05,5,Stayed,No,32,4722,,,2025-03-13,2019-05-13 00:00:00
5934-RMPOV,Female,32,No,No,No,Yes,2,United States,California,Pescadero,94060,37.22565,-122.297533,2055,Q3,No,0,Offer D,Yes,33.73,Yes,Yes,Fiber Optic,19,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,3,Stayed,No,79,4240,,,2025-03-13,2023-05-13 00:00:00
1207-BLKSA,Female,42,No,No,Yes,Yes,2,United States,California,Redwood City,94061,37.461251,-122.235414,35737,Q3,Yes,1,,Yes,19.21,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.05,3,Stayed,No,34,4922,,,2025-03-13,2020-11-13 00:00:00
8316-BBQAY,Female,45,No,No,No,No,0,United States,California,Redwood City,94063,37.499411,-122.196318,32368,Q3,No,0,,No,0.0,No,Yes,Cable,22,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.95,3,Stayed,No,74,6251,,,2025-03-13,2019-10-13 00:00:00
1166-PQLGG,Female,58,No,No,Yes,Yes,1,United States,California,Redwood City,94065,37.527497,-122.230941,10658,Q3,Yes,6,,Yes,17.33,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,3,Stayed,No,68,4424,,,2025-03-13,2019-03-13 00:00:00
3146-JTQHR,Male,23,Yes,No,Yes,No,0,United States,California,San Bruno,94066,37.624436,-122.430661,39566,Q3,Yes,3,Offer D,Yes,39.35,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.6,5,Stayed,No,57,3778,,,2025-03-13,2024-05-13 00:00:00
4291-YZODP,Female,56,No,No,No,Yes,3,United States,California,San Carlos,94070,37.497915,-122.267361,28098,Q3,No,0,Offer E,Yes,49.66,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,5,Stayed,No,62,3810,,,2025-03-13,2024-08-13 00:00:00
6427-FEFIG,Female,63,No,No,Yes,Yes,3,United States,California,South San Francisco,94080,37.654436,-122.426468,60599,Q3,Yes,8,Offer C,Yes,21.43,Yes,Yes,DSL,56,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.6,4,Stayed,No,30,2939,,,2025-03-13,2023-03-13 00:00:00
4609-KNNWG,Female,36,No,No,Yes,Yes,3,United States,California,Dunnigan,95937,38.931425,-121.946081,19,Q3,Yes,1,,Yes,2.4,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,5,Stayed,No,49,4870,,,2025-03-13,2022-12-13 00:00:00
0017-IUDMW,Female,25,Yes,No,Yes,Yes,2,United States,California,Sunnyvale,94086,37.378541,-122.020456,64010,Q3,Yes,2,,Yes,16.01,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.8,3,Stayed,No,52,6252,,,2025-03-13,2019-03-13 00:00:00
8706-HRADD,Male,29,Yes,No,No,No,0,United States,California,Sunnyvale,94087,37.3511,-122.037311,50070,Q3,No,0,Offer D,No,0.0,No,Yes,DSL,26,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,43.55,4,Stayed,No,63,5808,,,2025-03-13,2023-06-13 00:00:00
9955-QOPOY,Male,23,Yes,No,Yes,No,0,United States,California,Sunnyvale,94089,37.421633,-122.009613,16985,Q3,Yes,7,,No,0.0,No,Yes,DSL,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.8,4,Stayed,No,63,5683,,,2025-03-13,2019-06-13 00:00:00
4385-ZKVNW,Male,58,No,No,Yes,Yes,3,United States,California,San Francisco,94102,37.7795,-122.419233,28998,Q3,Yes,4,,Yes,46.54,No,Yes,DSL,52,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.9,4,Stayed,No,21,4412,,,2025-03-13,2021-07-13 00:00:00
9031-ZVQPT,Male,21,Yes,No,Yes,No,0,United States,California,San Francisco,94109,37.794487,-122.42227,56330,Q3,Yes,10,,Yes,14.19,Yes,Yes,Fiber Optic,71,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.2,4,Stayed,No,57,4773,,,2025-03-13,2019-03-13 00:00:00
2990-IAJSV,Male,55,No,No,No,No,0,United States,California,San Francisco,94110,37.750021,-122.415201,74641,Q3,No,0,,Yes,45.41,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.0,3,Stayed,No,68,4200,,,2025-03-13,2019-03-13 00:00:00
9027-YFHQJ,Male,26,Yes,No,No,No,0,United States,California,San Francisco,94112,37.720498,-122.443119,73117,Q3,No,0,Offer E,Yes,45.13,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.05,5,Stayed,No,54,4868,,,2025-03-13,2024-08-13 00:00:00
5176-LDKUH,Female,64,No,No,No,No,0,United States,California,San Francisco,94114,37.758085,-122.434801,30587,Q3,No,0,,Yes,41.26,No,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.15,4,Stayed,No,75,3345,,,2025-03-13,2021-03-13 00:00:00
4644-OBGFZ,Male,43,No,No,Yes,Yes,3,United States,California,San Francisco,94115,37.786031,-122.437301,33122,Q3,Yes,5,,Yes,36.23,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,4,Stayed,No,64,5067,,,2025-03-13,2020-08-13 00:00:00
7926-IJOOU,Male,50,No,No,No,No,0,United States,California,San Francisco,94116,37.74441,-122.486764,42959,Q3,No,0,Offer E,Yes,16.36,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,5,Joined,No,47,5626,,,2025-03-13,2025-02-13 00:00:00
6480-YAGIY,Male,57,No,No,No,No,0,United States,California,San Francisco,94117,37.770533,-122.445121,38756,Q3,No,0,,Yes,28.72,No,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,112.2,3,Stayed,No,74,3091,,,2025-03-13,2021-06-13 00:00:00
4029-HPFVY,Male,35,No,No,No,No,0,United States,California,San Francisco,94118,37.781304,-122.461522,38955,Q3,No,0,,Yes,9.74,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.3,4,Joined,No,67,4275,,,2025-03-13,2024-12-13 00:00:00
7602-DBTOU,Female,46,No,No,Yes,No,0,United States,California,San Francisco,94121,37.776718,-122.495781,42476,Q3,Yes,2,,Yes,37.83,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,4,Stayed,No,20,4890,,,2025-03-13,2019-04-13 00:00:00
5345-BMKWB,Male,29,Yes,No,Yes,No,0,United States,California,San Francisco,94122,37.760412,-122.484966,55504,Q3,Yes,9,,Yes,4.98,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,4,Stayed,No,24,4964,,,2025-03-13,2024-07-13 00:00:00
5457-COLHT,Male,48,No,No,Yes,Yes,3,United States,California,San Francisco,94124,37.731505,-122.384532,33177,Q3,Yes,5,,Yes,40.36,No,Yes,Cable,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.65,3,Stayed,No,41,4618,,,2025-03-13,2019-06-13 00:00:00
7998-WNZEM,Male,51,No,No,No,No,0,United States,California,San Francisco,94131,37.746699,-122.442833,27906,Q3,No,0,,Yes,12.27,Yes,Yes,DSL,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.6,4,Stayed,No,47,5447,,,2025-03-13,2019-04-13 00:00:00
4664-NJCMS,Female,52,No,No,Yes,No,0,United States,California,San Francisco,94133,37.802071,-122.411004,26831,Q3,Yes,7,Offer C,No,0.0,No,Yes,DSL,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.55,3,Stayed,No,68,5980,,,2025-03-13,2022-06-13 00:00:00
0307-BCOPK,Female,62,No,No,No,No,0,United States,California,San Francisco,94134,37.721052,-122.413573,40137,Q3,No,0,Offer D,Yes,41.51,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,5,Stayed,No,60,4336,,,2025-03-13,2023-11-13 00:00:00
2542-HYGIQ,Female,58,No,No,No,No,0,United States,California,Palo Alto,94303,37.45809,-122.115398,45499,Q3,No,0,,Yes,38.84,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,5,Joined,No,48,2732,,,2025-03-13,2025-02-13 00:00:00
5016-LIPDW,Male,45,No,No,Yes,Yes,2,United States,California,Stanford,94305,37.424342,-122.165641,13386,Q3,Yes,1,,Yes,41.56,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.4,5,Stayed,No,53,4194,,,2025-03-13,2020-06-13 00:00:00
6481-LXPWL,Male,61,No,No,Yes,Yes,1,United States,California,Palo Alto,94306,37.416159,-122.131337,24492,Q3,Yes,1,,No,0.0,No,Yes,DSL,28,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,36.1,3,Stayed,No,38,5092,,,2025-03-13,2020-07-13 00:00:00
6124-ACRHJ,Female,59,No,No,No,No,0,United States,California,San Mateo,94403,37.538309,-122.305109,37926,Q3,No,0,,Yes,41.28,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,5,Joined,No,32,4099,,,2025-03-13,2025-02-13 00:00:00
9362-MWODR,Female,63,No,No,No,Yes,1,United States,California,San Mateo,94404,37.556094,-122.272437,31882,Q3,No,0,,Yes,20.13,No,Yes,DSL,10,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.1,3,Stayed,No,79,5056,,,2025-03-13,2021-11-13 00:00:00
9975-GPKZU,Male,62,No,No,Yes,Yes,3,United States,California,Alameda,94501,37.774633,-122.274434,58555,Q3,No,0,,Yes,7.67,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,4,Stayed,No,56,2610,,,2025-03-13,2021-05-13 00:00:00
9625-RZFUK,Male,47,No,No,Yes,Yes,1,United States,California,Alameda,94502,37.724817,-122.224363,13996,Q3,No,0,,Yes,3.65,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,5,Stayed,No,63,4235,,,2025-03-13,2019-12-13 00:00:00
5153-LXKDT,Male,51,No,No,Yes,Yes,3,United States,California,Danville,94506,37.791481,-121.903253,19777,Q3,Yes,1,,Yes,18.47,Yes,Yes,Fiber Optic,75,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,3,Stayed,No,37,4108,,,2025-03-13,2019-07-13 00:00:00
